Name,Value.gain,Value.bw,Value.constraint_gain_constraint,Value.constraint_pm_constraint,Value.LM1,Value.LM2,Value.LM3,Value.WM1,Value.WM2,Value.WM3,Value.Rb,Value.Vb
260,-0.755920909090909,-0.0229027,-41.57565,-14.1422375988658,8.43470328200899E-07,8.96548958772868E-07,1.2826978415949E-06,9.74705278155888E-05,9.63778304489418E-05,9.78287698266748E-07,8806.83085869686,0.797403457512887
261,-0.589304,-0.1348707,-32.41172,-15.3478207638796,4.10788028988886E-07,1.07574589554731E-06,9.55735582742182E-07,9.74705278155888E-05,9.57381047391208E-05,9.59591198082565E-06,105.066228461579,0.634215684208656
262,-0.602566181818182,-0.12269658,-33.14114,-13.5482052082168,4.10788028988886E-07,1.23513980412098E-06,1.03659560900139E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.655797904321387
263,-0.473419272727273,-0.2830688,-26.03806,-28.6417903128648,2.7191150176099E-07,1.85907401178059E-07,3.77505334809183E-07,9.74705278155888E-05,9.51276496430706E-05,1.07899110625032E-05,105.066228461579,0.62266229467584
264,-0.710530363636364,-0.04189146,-39.07917,-22.77305204082,6.69874834687596E-07,2.23108758636919E-07,1.2826978415949E-06,9.74705278155888E-05,8.54250086296184E-05,3.53355710634402E-06,6268.00031213353,0.688724193364027
265,-0.415601636363636,-0.3856214,-22.85809,-29.5947295740957,2.09770414816309E-07,2.63446442308953E-07,4.41112705792049E-07,9.74705278155888E-05,9.20812569495381E-05,2.80606333675224E-05,105.066228461579,0.483414838449416
266,-0.474921090909091,-0.2806394,-26.12066,-26.3841396099324,2.7191150176099E-07,1.41059788264506E-07,4.41112705792049E-07,9.74705278155888E-05,9.63778304489418E-05,1.07899110625032E-05,105.066228461579,0.62266229467584
267,-0.624546545454545,-0.10398644,-34.35006,-13.4866901438324,4.57866624289695E-07,1.23513980412098E-06,1.03659560900139E-06,9.74705278155888E-05,9.55120924159402E-05,6.04791963619607E-06,105.066228461579,0.688724193364027
268,-0.667204909090909,-0.07242396,-36.69627,-19.3887745442645,5.14810414892528E-07,2.04358085429134E-07,1.2826978415949E-06,9.74705278155888E-05,9.63778304489418E-05,4.22073926610503E-06,2157.48173067053,0.708799225186819
269,-0.494089272727273,-0.2493736,-27.17491,-25.1572896790509,2.7191150176099E-07,2.63446442308953E-07,4.93629678416968E-07,9.74705278155888E-05,9.27136973908494E-05,1.07899110625032E-05,105.066228461579,0.644643597335363
270,-0.530266,-0.200446,-29.16463,-22.0007789805626,3.2438739995621E-07,4.22955262095205E-07,6.24057560333273E-07,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.641304387432982
271,-0.591359272727273,-0.13295696,-32.52476,-15.5923101667036,4.10474652126431E-07,1.09782793404552E-06,9.32270396820927E-07,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.644643597335363
272,-0.552407454545455,-0.17407154,-30.38241,-20.1053964784952,3.47784003158223E-07,8.90535663637687E-07,6.85254716091663E-07,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.62266229467584
273,-0.480439636363636,-0.2716194,-26.42418,-26.3499658023117,2.7191150176099E-07,1.41059788264506E-07,4.30338463817669E-07,9.74705278155888E-05,9.63778304489418E-05,1.02087069393529E-05,105.066228461579,0.641304387432982
274,-0.632034,-0.098486,-34.76187,-12.3002852400276,4.57866624289695E-07,1.24476737353154E-06,1.1401853819959E-06,9.74705278155888E-05,9.63778304489418E-05,6.6739221636223E-06,105.066228461579,0.700500761097799
275,-0.609211090909091,-0.11657322,-33.50661,-14.346146514662,4.10788028988886E-07,1.11048844238244E-06,9.55735582742182E-07,9.74705278155888E-05,9.63778304489418E-05,6.04791963619607E-06,105.066228461579,0.688724193364027
276,-0.490624181818182,-0.2541594,-26.98433,-24.2730962077195,2.7191150176099E-07,1.85907401178059E-07,5.10607102079887E-07,9.74705278155888E-05,9.27136973908494E-05,1.02087069393529E-05,105.066228461579,0.644643597335363
277,-0.603433090909091,-0.12195054,-33.18882,-13.317338111715,4.10788028988886E-07,1.23513980412098E-06,1.05267376335384E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.656264841462184
278,-0.767101090909091,-0.0156035,-42.19056,-18.7183571641155,9.6567001506521E-07,3.91788243367897E-07,1.2826978415949E-06,9.67893324984487E-05,4.49753442567746E-06,9.78287698266748E-07,5554.90794856728,0.779924832636523
279,-0.534565818181818,-0.19511724,-29.40112,-22.0616445600409,3.2438739995621E-07,5.40162883960507E-07,6.24057560333273E-07,9.74705278155888E-05,9.63778304489418E-05,1.02087069393529E-05,105.066228461579,0.641304387432982
280,-0.566666,-0.15781076,-31.16663,-17.3913290436969,3.54723121989338E-07,7.07082740986846E-07,8.47466738876054E-07,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.655797904321387
281,-0.533422545454545,-0.19643108,-29.33824,-21.484603587035,3.2438739995621E-07,4.41577490798974E-07,6.458249565011E-07,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.644643597335363
282,-0.603160545454545,-0.1222409,-33.17383,-13.0611396205268,4.10474652126431E-07,1.15825445267076E-06,1.08918119830822E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.655797904321387
283,-0.757597454545454,-0.02222406,-41.66786,-13.4895361419291,8.43470328200899E-07,1.24315597713996E-06,1.2826978415949E-06,9.74705278155888E-05,9.63778304489418E-05,9.78287698266748E-07,8806.83085869686,0.797403457512887
284,-0.501941636363636,-0.2362676,-27.60679,-25.3071356236347,3.2438739995621E-07,1.93924054134383E-07,4.93629678416968E-07,9.74705278155888E-05,9.27136973908494E-05,1.07899110625032E-05,105.066228461579,0.62266229467584
285,-0.598983272727273,-0.1261027,-32.94408,-13.6349387099374,4.10474652126431E-07,1.2107979174346E-06,1.03659560900139E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.644643597335363
286,-0.600925454545455,-0.12426486,-33.0509,-13.7906694837214,4.10788028988886E-07,1.15825445267076E-06,1.03659560900139E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.655797904321387
287,-0.612589818181818,-0.1136795,-33.69244,-13.4894577919932,4.10474652126431E-07,1.24315597713996E-06,9.8921269284444E-07,9.74705278155888E-05,9.63778304489418E-05,6.04791963619607E-06,105.066228461579,0.686351356962512
288,-0.499844909090909,-0.2392948,-27.49147,-26.6518919506898,2.7191150176099E-07,1.93924054134383E-07,5.10607102079887E-07,9.74705278155888E-05,9.63778304489418E-05,1.02087069393529E-05,327.60343817383,0.62266229467584
289,-0.642885818181818,-0.09027408,-35.35872,-11.3779547924168,4.57866624289695E-07,1.23531538586642E-06,1.2826978415949E-06,9.74705278155888E-05,9.63778304489418E-05,6.6739221636223E-06,293.028474806668,0.700500761097799
290,-0.531861090909091,-0.19839756,-29.25236,-22.2248736172409,3.2438739995621E-07,4.54242826452648E-07,6.24057560333273E-07,9.74705278155888E-05,9.33236799796706E-05,1.02087069393529E-05,105.066228461579,0.641304387432982
291,-0.627453090909091,-0.10140386,-34.50992,-14.1015175426681,4.57866624289695E-07,1.24476737353154E-06,1.03659560900139E-06,9.74705278155888E-05,9.63778304489418E-05,6.04791963619607E-06,293.028474806668,0.678795970863178
292,-0.556163272727273,-0.16863912,-30.58898,-17.7515318092818,3.47784003158223E-07,5.81538625382439E-07,8.47466738876054E-07,9.74705278155888E-05,9.64955974306125E-05,1.07899110625032E-05,105.066228461579,0.644643597335363
293,-0.527714363636364,-0.202973,-29.02429,-21.8571261925058,3.02170132559478E-07,5.40162883960507E-07,6.24057560333273E-07,9.74705278155888E-05,9.63778304489418E-05,1.02087069393529E-05,105.066228461579,0.644643597335363
294,-0.689482363636364,-0.05708756,-37.92153,-21.6623754671541,5.9448531797899E-07,4.69708557200174E-07,1.2826978415949E-06,9.74705278155888E-05,9.51276496430706E-05,4.22073926610503E-06,3981.35236113993,0.671533717862347
295,-0.569675818181818,-0.15520258,-31.33217,-17.0798149702695,3.62042038620901E-07,8.75955073783396E-07,8.47466738876054E-07,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.641304387432982
296,-0.644537454545455,-0.08879148,-35.44956,-11.631546004437,4.57866624289695E-07,1.24476737353154E-06,1.22284731029037E-06,9.74705278155888E-05,9.63778304489418E-05,5.55431707169376E-06,293.028474806668,0.708799225186819
297,-0.384877272727273,-0.4505128,-21.16825,-36.1420634403246,2.09770414816309E-07,1.85907401178059E-07,2.78512237527546E-07,9.74705278155888E-05,9.63778304489418E-05,2.80606333675224E-05,105.066228461579,0.445043660592035
298,-0.601719090909091,-0.12355668,-33.09455,-13.5558237095824,4.10474652126431E-07,1.15825445267076E-06,1.05267376335384E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.656264841462184
299,-0.599863818181818,-0.12529814,-32.99251,-13.4096863278608,4.09965489269552E-07,1.23513980412098E-06,1.04651480811341E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.644643597335363
300,-0.644231636363636,-0.08882476,-35.43274,-12.3425256836439,4.57866624289695E-07,1.15825445267076E-06,1.2092744278634E-06,9.74705278155888E-05,9.27136973908494E-05,5.55431707169376E-06,327.60343817383,0.708799225186819
301,-0.606918727272727,-0.11878862,-33.38053,-12.1481185310618,4.10474652126431E-07,1.23513980412098E-06,1.1401853819959E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.655797904321387
302,-0.672805454545455,-0.06921716,-37.0043,-20.3392230296111,5.14810414892528E-07,2.63446442308953E-07,1.2826978415949E-06,9.74705278155888E-05,9.63778304489418E-05,4.22073926610503E-06,2721.99026758748,0.700500761097799
303,-0.648219454545455,-0.0860343,-35.65207,-11.3347942427537,4.57866624289695E-07,1.24315597713996E-06,1.2826978415949E-06,9.74705278155888E-05,9.27136973908494E-05,5.55431707169376E-06,327.60343817383,0.708799225186819
304,-0.551327454545454,-0.17538052,-30.32301,-20.06978320975,3.47784003158223E-07,9.10225898472924E-07,6.85254716091663E-07,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.616074885561431
305,-0.665474545454546,-0.07376536,-36.6011,-20.4819887686223,5.14810414892528E-07,1.85907401178059E-07,1.2826978415949E-06,9.74705278155888E-05,9.63778304489418E-05,5.55431707169376E-06,2157.48173067053,0.705321683448395
306,-0.532568727272727,-0.19761932,-29.29128,-21.9817868080164,3.2438739995621E-07,4.51864367562344E-07,6.24057560333273E-07,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.644643597335363
307,-0.611614363636364,-0.11448928,-33.63879,-13.7271896844532,4.10788028988886E-07,1.15825445267076E-06,9.8921269284444E-07,9.74705278155888E-05,9.63778304489418E-05,6.04791963619607E-06,105.066228461579,0.688724193364027
308,-0.386343272727273,-0.4466784,-21.24888,-36.0489315351723,2.09770414816309E-07,1.41059788264506E-07,2.78512237527546E-07,9.74705278155888E-05,8.3464555782482E-05,3.28737134777106E-05,105.066228461579,0.46662621652784
309,-0.679604363636364,-0.06410076,-37.37824,-21.0133001670818,5.9448531797899E-07,1.85907401178059E-07,1.2826978415949E-06,9.74705278155888E-05,9.63778304489418E-05,4.22073926610503E-06,2715.31505579516,0.688724193364027
310,-0.396777454545455,-0.4283846,-21.82276,-32.1207802389711,2.09770414816309E-07,1.41059788264506E-07,3.77505334809183E-07,9.74705278155888E-05,8.83610818628376E-05,3.28737134777106E-05,105.066228461579,0.46662621652784
311,-0.618374727272727,-0.1084556,-34.01061,-11.892285206505,4.57866624289695E-07,1.24315597713996E-06,1.2092744278634E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.656264841462184
312,-0.495010909090909,-0.2478854,-27.2256,-24.4828886235988,2.7191150176099E-07,2.63446442308953E-07,5.10607102079887E-07,9.74705278155888E-05,9.63778304489418E-05,1.02087069393529E-05,105.066228461579,0.644643597335363
313,-0.480802,-0.2714312,-26.44411,-26.1445188030005,2.7191150176099E-07,1.41059788264506E-07,4.41112705792049E-07,9.74705278155888E-05,9.63778304489418E-05,1.07899110625032E-05,105.066228461579,0.641304387432982
314,-0.662312909090909,-0.07642614,-36.42721,-20.8973433760363,5.14810414892528E-07,1.93924054134383E-07,1.2826978415949E-06,9.74705278155888E-05,9.63778304489418E-05,5.55431707169376E-06,2157.48173067053,0.686351356962512
315,-0.748892,-0.02571208,-41.18906,-16.4241223940286,7.73949681491813E-07,1.93924054134383E-07,1.2826978415949E-06,9.74705278155888E-05,9.63778304489418E-05,9.78287698266748E-07,8806.83085869686,0.779924832636523
316,-0.675879636363636,-0.06715364,-37.17338,-20.6018696236955,5.14810414892528E-07,1.85907401178059E-07,1.2826978415949E-06,9.74705278155888E-05,9.63778304489418E-05,4.22073926610503E-06,2715.31505579516,0.708799225186819
317,-0.359317818181818,-0.5107876,-19.76248,-33.2011486977127,1.60264915085326E-07,1.85907401178059E-07,3.77505334809183E-07,9.74705278155888E-05,9.63778304489418E-05,3.28737134777106E-05,105.066228461579,0.445043660592035
318,-0.673054363636364,-0.06896392,-37.01799,-20.9042725535434,5.14810414892528E-07,1.85907401178059E-07,1.2826978415949E-06,9.74705278155888E-05,9.63778304489418E-05,4.22073926610503E-06,2715.31505579516,0.688724193364027
319,-0.603027818181818,-0.12231072,-33.16653,-13.4054837872806,4.10788028988886E-07,1.23513980412098E-06,1.04651480811341E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.655797904321387
320,-0.541661636363636,-0.18580988,-29.79139,-21.2161550192122,3.2438739995621E-07,8.90535663637687E-07,6.24057560333273E-07,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.62266229467584
321,-0.420085636363636,-0.3764372,-23.10471,-32.2523335064068,2.09770414816309E-07,1.93924054134383E-07,2.96122956834743E-07,9.74705278155888E-05,9.63778304489418E-05,1.07899110625032E-05,105.066228461579,0.570708719960847
322,-0.564479636363636,-0.1605885,-31.04638,-17.1940475018403,3.62042038620901E-07,8.90535663637687E-07,8.47466738876054E-07,9.74705278155888E-05,9.63778304489418E-05,1.02087069393529E-05,105.066228461579,0.62266229467584
323,-0.712019090909091,-0.04063736,-39.16105,-21.4560872327893,6.69874834687596E-07,1.23513980412098E-06,1.2826978415949E-06,9.74705278155888E-05,9.63778304489418E-05,3.53355710634402E-06,6268.00031213353,0.688724193364027
324,-0.657681090909091,-0.07931074,-36.17246,-12.7295490616548,5.14810414892528E-07,1.23513980412098E-06,1.2826978415949E-06,9.74705278155888E-05,7.07429404492924E-05,5.55431707169376E-06,105.066228461579,0.708799225186819
325,-0.637100909090909,-0.09464748,-35.04055,-10.6639345992368,4.57866624289695E-07,1.23513980412098E-06,1.2826978415949E-06,9.74705278155888E-05,9.63778304489418E-05,6.6739221636223E-06,105.066228461579,0.700500761097799
326,-0.520571636363636,-0.2132178,-28.63144,-22.052155022667,3.02170132559478E-07,5.08815103889325E-07,6.24057560333273E-07,9.74705278155888E-05,9.63778304489418E-05,1.02087069393529E-05,105.066228461579,0.62266229467584
327,-0.619691636363636,-0.10736802,-34.08304,-13.5104336567913,4.57866624289695E-07,1.19154495284857E-06,1.03659560900139E-06,9.74705278155888E-05,9.63778304489418E-05,6.04791963619607E-06,105.066228461579,0.678795970863178
328,-0.540641090909091,-0.1880645,-29.73526,-20.3905839871626,3.2438739995621E-07,7.5696251811738E-07,6.85254716091663E-07,9.74705278155888E-05,9.63778304489418E-05,1.07899110625032E-05,105.066228461579,0.62266229467584
329,-0.563020181818182,-0.16184822,-30.96611,-17.5218188441992,3.54723121989338E-07,7.07082740986846E-07,8.47466738876054E-07,9.74705278155888E-05,9.63778304489418E-05,1.02087069393529E-05,105.066228461579,0.644643597335363
330,-0.608509636363636,-0.11719854,-33.46803,-11.8139807536086,4.10788028988886E-07,1.28195178888444E-06,1.15606267343377E-06,9.74705278155888E-05,9.63778304489418E-05,9.93398446698944E-06,105.066228461579,0.656264841462184
331,-0.626797090909091,-0.10177086,-34.47384,-13.9252378954467,4.57866624289695E-07,1.24315597713996E-06,9.8921269284444E-07,9.74705278155888E-05,9.63778304489418E-05,5.55431707169376E-06,105.066228461579,0.700500761097799
332,-0.569327818181818,-0.15526298,-31.31303,-17.0034300110833,3.54723121989338E-07,8.90535663637687E-07,8.47466738876054E-07,9.74705278155888E-05,9.51276496430706E-05,9.59591198082565E-06,105.066228461579,0.644643597335363
333,-0.552441272727273,-0.17365672,-30.38427,-20.2719666722907,3.54723121989338E-07,9.10225898472924E-07,6.85254716091663E-07,9.74705278155888E-05,9.63778304489418E-05,1.02087069393529E-05,105.066228461579,0.616074885561431
334,-0.647797454545455,-0.08644102,-35.62886,-11.5185256483477,4.57866624289695E-07,1.24315597713996E-06,1.2826978415949E-06,9.74705278155888E-05,9.27136973908494E-05,6.04791963619607E-06,327.60343817383,0.708799225186819
335,-0.601976,-0.1232855,-33.10868,-12.8054311563726,4.10788028988886E-07,1.24315597713996E-06,1.08918119830822E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.644643597335363
336,-0.517678909090909,-0.215636,-28.47234,-21.906447100665,2.89703797511173E-07,4.39276523549031E-07,6.24057560333273E-07,9.74705278155888E-05,9.63778304489418E-05,1.02087069393529E-05,105.066228461579,0.641304387432982
337,-0.616288,-0.11035756,-33.89584,-13.050119722663,4.10788028988886E-07,1.24315597713996E-06,1.03659560900139E-06,9.74705278155888E-05,9.27136973908494E-05,6.04791963619607E-06,105.066228461579,0.688724193364027
338,-0.595518909090909,-0.12927296,-32.75354,-14.4967066837028,4.09965489269552E-07,1.15825445267076E-06,9.8921269284444E-07,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.644643597335363
339,-0.446757636363636,-0.3233208,-24.57167,-31.5374131472263,2.3236442423096E-07,1.41059788264506E-07,2.78512237527546E-07,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.641304387432982
340,-0.604858363636364,-0.12071354,-33.26721,-12.8053692060972,4.10474652126431E-07,1.23531538586642E-06,1.08918119830822E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.655797904321387
341,-0.597863090909091,-0.12704386,-32.88247,-13.6410261637197,4.09965489269552E-07,1.13902784885204E-06,1.05267376335384E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.644643597335363
342,-0.623282181818182,-0.10481092,-34.28052,-13.8187286828977,4.57866624289695E-07,1.14818493067914E-06,1.03659560900139E-06,9.74705278155888E-05,9.33236799796706E-05,6.04791963619607E-06,105.066228461579,0.688724193364027
343,-0.662904363636364,-0.07592032,-36.45974,-20.9831789273688,5.14810414892528E-07,1.85907401178059E-07,1.2826978415949E-06,9.74705278155888E-05,9.27136973908494E-05,5.55431707169376E-06,2157.48173067053,0.686351356962512
344,-0.608192727272727,-0.11758364,-33.4506,-11.8770392417287,4.10474652126431E-07,1.23513980412098E-06,1.16182951405763E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.657386598566505
345,-0.493903272727273,-0.2497732,-27.16468,-24.9514031415197,2.7191150176099E-07,2.63446442308953E-07,4.93629678416968E-07,9.74705278155888E-05,9.63778304489418E-05,1.02087069393529E-05,105.066228461579,0.644643597335363
346,-0.406469090909091,-0.4069184,-22.3558,-31.9010044167208,2.09770414816309E-07,2.63446442308953E-07,3.77505334809183E-07,9.74705278155888E-05,9.63778304489418E-05,2.67842704669325E-05,105.066228461579,0.46662621652784
347,-0.598606181818182,-0.12642754,-32.92334,-13.5634874360691,4.10474652126431E-07,1.23513980412098E-06,1.03659560900139E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.641304387432982
348,-0.482498363636364,-0.2681272,-26.53741,-27.2594527974508,2.68832291706762E-07,2.63446442308953E-07,4.30568065429383E-07,9.74705278155888E-05,8.69696521443843E-05,1.02087069393529E-05,105.066228461579,0.617189115794657
349,-0.581575818181818,-0.14217388,-31.98667,-14.535655151075,3.62042038620901E-07,1.1101793476594E-06,9.55735582742182E-07,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.644643597335363
350,-0.475916,-0.2791014,-26.17538,-26.4734810612967,2.7191150176099E-07,1.45278672851622E-07,4.41112705792049E-07,9.74705278155888E-05,9.27136973908494E-05,1.07899110625032E-05,105.066228461579,0.62266229467584
351,-0.603643454545455,-0.12181552,-33.20039,-12.9908287951241,4.10474652126431E-07,1.17962948539925E-06,1.08918119830822E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.655797904321387
352,-0.592663272727273,-0.1318483,-32.59648,-14.773486827209,4.10474652126431E-07,1.07574589554731E-06,9.8921269284444E-07,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.641304387432982
353,-0.485354545454545,-0.2633216,-26.6945,-27.3648482434859,2.7191150176099E-07,4.69708557200174E-07,4.30338463817669E-07,9.74705278155888E-05,9.27136973908494E-05,1.02087069393529E-05,105.066228461579,0.58421347999936
354,-0.611103272727273,-0.11460634,-33.61068,-11.3847860501814,4.09965489269552E-07,1.24476737353154E-06,1.22284731029037E-06,9.74705278155888E-05,9.27136973908494E-05,9.59591198082565E-06,105.066228461579,0.655797904321387
355,-0.581931454545455,-0.14140522,-32.00623,-14.7473497263413,3.62042038620901E-07,1.1101793476594E-06,9.55735582742182E-07,9.74705278155888E-05,9.36677574911795E-05,1.02087069393529E-05,105.066228461579,0.644643597335363
356,-0.564667636363636,-0.16040264,-31.05672,-17.1742205953718,3.62042038620901E-07,8.96548958772868E-07,8.47466738876054E-07,9.74705278155888E-05,9.63778304489418E-05,1.02087069393529E-05,105.066228461579,0.62266229467584
357,-0.618967818181818,-0.10796718,-34.04323,-14.8138583567827,4.57866624289695E-07,1.15825445267076E-06,9.55735582742182E-07,9.74705278155888E-05,9.63778304489418E-05,6.04791963619607E-06,105.066228461579,0.688724193364027
358,-0.683345090909091,-0.06160262,-37.58398,-20.7611898231112,5.9448531797899E-07,1.85907401178059E-07,1.2826978415949E-06,9.74705278155888E-05,8.54250086296184E-05,4.22073926610503E-06,2721.99026758748,0.708799225186819
359,-0.527043090909091,-0.2039348,-28.98737,-21.7902561191339,3.02170132559478E-07,5.08815103889325E-07,6.24057560333273E-07,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.644643597335363
360,-0.615249818181818,-0.11131754,-33.83874,-12.8260471941163,4.10788028988886E-07,1.24476737353154E-06,1.03659560900139E-06,9.74705278155888E-05,9.63778304489418E-05,6.04791963619607E-06,105.066228461579,0.688724193364027
361,-0.651991454545454,-0.08348998,-35.85953,-12.0113184437052,5.06644193584066E-07,1.23513980412098E-06,1.23317236886335E-06,9.74705278155888E-05,9.63778304489418E-05,5.55431707169376E-06,279.04386477687,0.708799225186819
362,-0.610575090909091,-0.11516212,-33.58163,-14.1192529334926,4.10474652126431E-07,1.09782793404552E-06,9.8921269284444E-07,9.74705278155888E-05,9.20812569495381E-05,6.04791963619607E-06,105.066228461579,0.686351356962512
363,-0.598506,-0.12652398,-32.91783,-13.5568577050473,4.09965489269552E-07,1.23513980412098E-06,1.03659560900139E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.641304387432982
364,-0.334901272727273,-0.5652516,-18.41957,-33.7731122179705,1.33237823963211E-07,1.85907401178059E-07,3.77505334809183E-07,9.74705278155888E-05,9.55120924159402E-05,3.28737134777106E-05,105.066228461579,0.483414838449416
365,-0.612175090909091,-0.11395592,-33.66963,-14.0461552510098,4.10788028988886E-07,1.24315597713996E-06,9.55735582742182E-07,9.74705278155888E-05,9.57381047391208E-05,6.04791963619607E-06,105.066228461579,0.688724193364027
366,-0.666206727272727,-0.0730243,-36.64137,-20.4047382062072,5.14810414892528E-07,1.85907401178059E-07,1.2826978415949E-06,9.74705278155888E-05,9.27136973908494E-05,5.55431707169376E-06,2157.48173067053,0.708799225186819
367,-0.598849818181818,-0.12620092,-32.93674,-13.5407174704611,4.10788028988886E-07,1.24315597713996E-06,1.03659560900139E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.641304387432982
368,-0.625756181818182,-0.10287758,-34.41659,-13.7656493726147,4.57866624289695E-07,1.12313419578353E-06,1.05267376335384E-06,9.74705278155888E-05,9.63778304489418E-05,6.6739221636223E-06,105.066228461579,0.700500761097799
369,-0.602244181818182,-0.12302244,-33.12343,-12.8599371586117,4.10788028988886E-07,1.24315597713996E-06,1.08918119830822E-06,9.74705278155888E-05,9.55120924159402E-05,9.59591198082565E-06,105.066228461579,0.644643597335363
370,-0.635316909090909,-0.0957608,-34.94243,-12.5733839608138,4.57866624289695E-07,1.24315597713996E-06,1.15606267343377E-06,9.74705278155888E-05,9.63778304489418E-05,6.04791963619607E-06,293.028474806668,0.688724193364027
371,-0.568603636363636,-0.15594524,-31.2732,-16.3632552904853,3.54723121989338E-07,1.1101793476594E-06,8.47466738876054E-07,9.74705278155888E-05,9.63778304489418E-05,1.02087069393529E-05,105.066228461579,0.62266229467584
372,-0.475288181818182,-0.2801208,-26.14085,-26.4065432816126,2.7191150176099E-07,1.45278672851622E-07,4.41112705792049E-07,9.74705278155888E-05,9.63778304489418E-05,1.07899110625032E-05,105.066228461579,0.62266229467584
373,-0.646966909090909,-0.08715998,-35.58318,-11.2917928401573,4.57866624289695E-07,1.24315597713996E-06,1.2826978415949E-06,9.74705278155888E-05,9.63778304489418E-05,6.04791963619607E-06,327.60343817383,0.708799225186819
374,-0.594696363636364,-0.13001828,-32.7083,-14.6913814946935,4.10474652126431E-07,1.09782793404552E-06,9.8921269284444E-07,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.646475528814088
375,-0.601791272727273,-0.12344636,-33.09852,-12.8329475057354,4.10788028988886E-07,1.23513980412098E-06,1.08918119830822E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.644643597335363
376,-0.472934363636364,-0.2839082,-26.01139,-28.7676095769606,2.7191150176099E-07,1.93924054134383E-07,3.77505334809183E-07,9.74705278155888E-05,9.27136973908494E-05,1.07899110625032E-05,105.066228461579,0.617189115794657
377,-0.559740545454545,-0.16527002,-30.78573,-17.5269650971715,3.47784003158223E-07,7.07082740986846E-07,8.47466738876054E-07,9.74705278155888E-05,9.63778304489418E-05,1.07899110625032E-05,105.066228461579,0.641304387432982
378,-0.611846727272727,-0.11427642,-33.65157,-14.0293228220929,4.10788028988886E-07,1.23513980412098E-06,9.55735582742182E-07,9.74705278155888E-05,9.63778304489418E-05,6.04791963619607E-06,105.066228461579,0.688724193364027
379,-0.560811090909091,-0.16428826,-30.84461,-17.0745891268357,3.47784003158223E-07,8.90535663637687E-07,8.47466738876054E-07,9.74705278155888E-05,9.55120924159402E-05,1.02087069393529E-05,105.066228461579,0.62266229467584
380,-0.598603636363636,-0.12644786,-32.9232,-13.7998285951088,4.10474652126431E-07,1.15825445267076E-06,1.03659560900139E-06,9.74705278155888E-05,9.63778304489418E-05,9.59591198082565E-06,105.066228461579,0.647613919440625
381,-0.606003454545455,-0.1195449,-33.33019,-12.9718736485232,4.10788028988886E-07,1.24476737353154E-06,1.08918119830822E-06,9.74705278155888E-05,9.33236799796706E-05,9.59591198082565E-06,105.066228461579,0.655797904321387
